,trial,start_time,end_time,key,reaction_time
0,reigers_audio,3.1377634999953443,4.521810399994138,y,1.3840468999987934
1,porde_audio,5.035213600000134,5.945217999993474,y,0.9100043999933405
2,liek_audio,6.467490499999258,7.602917199998046,m,1.1354266999987885
3,mijk_audio,8.114772400003858,9.20397740000044,m,1.089204999996582
4,brad_audio,9.712843699991936,10.633868100005202,y,0.9210244000132661
5,kiemeten_audio,11.145664700001362,12.22755280000274,y,1.081888100001379
6,auto_audio,12.74636129999999,13.652216100002988,m,0.9058548000029987
7,ging_audio,14.175724799992167,15.267844100002549,m,1.0921193000103813
8,bij_audio,15.811105200002203,16.73201120000158,m,0.920905999999377
9,gimmel_audio,17.26976709999144,18.24263079999946,y,0.9728637000080198
10,ratels_audio,18.753420499997446,19.922043500002474,y,1.1686230000050273
11,gefaapt_audio,20.435504699999,21.86489260000235,y,1.4293879000033485
12,snert_audio,22.38241009999183,23.364893599995412,y,0.9824835000035819
13,venkel_audio,23.886651599998004,24.93696550000459,y,1.0503139000065858
14,ogen_audio,25.4458944999933,26.4034651999973,m,0.9575707000039984
15,grantel_audio,26.91074639999715,28.225222699998994,y,1.314476300001843
16,rogge_audio,28.74156779999612,29.747686400005477,m,1.0061186000093585
17,megen_audio,30.27514309999242,31.513929699998698,m,1.2387866000062786
18,clusters_audio,32.03775439999299,33.41470599999593,y,1.3769516000029398
19,reden_audio,33.937079299998004,35.10834229999455,m,1.171262999996543
20,plaats_audio,35.64734260000114,36.83893559999706,m,1.191592999995919
21,giep_audio,37.348544599997695,38.3830450999958,m,1.034500499998103
22,wrongel_audio,38.89747440000065,39.85367749999568,y,0.9562030999950366
23,beitels_audio,40.362077999991016,41.44738260000304,m,1.085304600012023
24,stodeum_audio,41.959564399992814,43.2525328000047,y,1.2929684000118868
25,kimensie_audio,43.77378190000309,44.77285039999697,y,0.9990684999938821
26,soort_audio,45.28798860000097,46.18904399999883,y,0.9010553999978583
27,zit_audio,46.70424779999303,48.053748099991935,m,1.3495002999989083
28,groeken_audio,48.56793089999701,49.69943730000523,y,1.1315064000082202
29,klavier_audio,50.215986399998656,51.253460399995674,m,1.0374739999970188
30,idee_audio,51.764256399997976,52.8214214000036,m,1.0571650000056252
31,klaap_audio,53.32888559999992,54.29240379999101,y,0.9635181999910856
32,kijs_audio,54.81085069999972,55.85985310000251,y,1.0490024000027915
33,redden_audio,56.37575750000542,57.294273699997575,m,0.9185161999921547
34,snoen_audio,57.806964999996126,58.804780499995104,y,0.9978154999989783
35,grede_audio,59.32173250000051,60.53417099999206,m,1.2124384999915492
36,juffen_audio,61.05344799999148,62.41083749999234,y,1.3573895000008633
37,slont_audio,62.91888280000421,64.01087719999487,y,1.0919943999906536
38,topaas_audio,64.5333810000011,65.50170530000469,m,0.9683243000035873
39,dood_audio,66.0148962999956,67.02124899999762,m,1.0063527000020258
40,plenk_audio,67.52916720000212,68.52355470000475,y,0.994387500002631
41,oker_audio,69.04797699999472,69.99793549999595,m,0.9499585000012303
42,barse_audio,70.50896259999718,71.72537230000307,m,1.2164097000058973
43,rieve_audio,72.24170679999224,73.27695610000228,m,1.0352493000100367
44,stiraal_audio,73.78961459999846,75.05208969999512,y,1.2624750999966636
45,zeg_audio,75.57233769999584,76.77948009999818,m,1.2071424000023399
46,nergen_audio,77.30239959999744,78.4428659999976,m,1.1404664000001503
47,grief_audio,78.95024399999238,79.91527119999228,m,0.965027199999895
48,klaam_audio,80.43344900000375,81.53121089999331,m,1.097761899989564
49,flans_audio,82.0469596000039,83.19485539999732,m,1.147895799993421
50,rogenten_audio,83.71211769999354,84.88809140000376,y,1.1759737000102177
51,kuukt_audio,85.40933369999402,86.43395510000119,m,1.0246214000071632
52,udel_audio,86.94147199999134,87.90644890000112,m,0.9649769000097876
