,trial,start_time,end_time,key,reaction_time
0,help_audio,3.0607223999977577,4.088233599992236,m,1.0275111999944784
1,sta_audio,4.608850199991139,5.70896289999655,y,1.1001127000054112
2,zuun_audio,6.22447149999789,7.49169909999182,y,1.2672275999939302
3,jaat_audio,8.028123099997174,9.227104999998119,y,1.1989819000009447
4,glijp_audio,9.736410500001512,10.810838799996418,y,1.0744282999949064
5,wrongel_audio,11.31793549998838,12.466499599991948,y,1.1485641000035685
6,kumus_audio,12.983044900000095,13.946630699996604,y,0.9635857999965083
7,ogen_audio,14.464773899991997,15.397074199994677,m,0.9323003000026802
8,murselein_audio,15.91345329998876,17.19548450000002,m,1.2820312000112608
9,women_audio,17.73595249999198,18.897116899999673,y,1.1611644000076922
10,liek_audio,19.40905189998739,20.337409999992815,y,0.9283581000054255
11,kwarp_audio,20.85728339999332,21.849021799993352,y,0.9917384000000311
12,vlorken_audio,22.37052309999126,23.496610599991982,y,1.1260875000007218
13,trorg_audio,24.019583699991927,24.928662699996494,y,0.9090790000045672
14,zag_audio,25.45098899998993,26.386749400000554,m,0.9357604000106221
15,ponten_audio,26.89952339998854,27.834817099996144,m,0.9352937000076054
16,gemaakt_audio,28.3475502999936,29.450300600001356,m,1.1027503000077559
17,gefruld_audio,29.962470699989353,31.14404809998814,y,1.1815773999987869
18,oker_audio,31.660940399990068,32.647790099988924,y,0.9868496999988565
19,gesmalpt_audio,33.1595612999954,34.39933839999139,y,1.2397770999959903
20,barse_audio,34.90937209999538,35.90507539999089,y,0.9957032999955118
21,vrijk_audio,36.42157029999362,37.74980349998805,y,1.328233199994429
22,smaan_audio,38.29706919999444,40.06744699999399,y,1.770377799999551
23,open_audio,40.58535349999147,41.62662019999698,y,1.041266700005508
24,wakker_audio,42.149472699995385,43.231589799994254,m,1.082117099998868
25,gaf_audio,43.74874209999689,44.7062833999953,y,0.957541299998411
26,gonsde_audio,45.22836909999023,46.29809149999346,y,1.0697224000032293
27,morgen_audio,46.80950859999575,47.73221309999644,m,0.922704500000691
28,sfinxen_audio,48.24220439999772,49.38611239999591,y,1.1439079999981914
29,brad_audio,49.90642419998767,50.938177199990605,y,1.0317530000029365
30,los_audio,51.45509819999279,52.3698613000015,y,0.9147631000087131
31,gebeikt_audio,52.88628049999534,54.208408899998176,y,1.322128400002839
32,idee_audio,54.7171881999966,55.71460019999358,m,0.9974119999969844
33,gedaan_audio,56.232485299988184,57.624683199988795,m,1.3921979000006104
34,nef_audio,58.17611719999695,59.056875299997046,m,0.8807581000000937
35,grantel_audio,59.57884539999941,60.622981299995445,y,1.0441358999960357
36,gals_audio,61.159995099995285,62.27193749998696,y,1.1119423999916762
37,gimmel_audio,62.79474719999416,63.83006249999744,y,1.0353153000032762
38,hen_audio,64.33992759999819,65.36806749999232,m,1.0281398999941302
39,eigen_audio,65.88753429999633,66.72890799999004,m,0.84137369999371
40,millag_audio,67.2381919999898,68.3102596999961,y,1.0720677000063006
41,rieve_audio,68.81813770000008,69.72678139999334,y,0.908643699993263
42,zerder_audio,70.249874000001,71.20677319999959,y,0.9568991999985883
43,hield_audio,71.71397479998996,72.5610580999928,y,0.8470833000028506
44,rogenten_audio,73.10433299999568,74.04805499999202,y,0.9437219999963418
45,zit_audio,74.56313399999635,75.52794259999064,y,0.964808599994285
46,flans_audio,76.04362279998895,77.25725979999697,m,1.2136370000080206
47,kandola_audio,77.77471489999152,78.86283729999559,y,1.0881224000040675
48,rufel_audio,79.3730443999957,80.27931359999639,y,0.9062692000006791
49,begin_audio,80.78648759999487,81.73577579999983,y,0.9492882000049576
50,juffen_audio,82.2532654999959,83.23345609998796,y,0.9801905999920564
51,wist_audio,83.7503810999915,84.74364919999789,y,0.9932681000063894
52,fradingo_audio,85.29330469999695,86.41483229999722,y,1.1215276000002632
53,lijsters_audio,86.92974089999916,88.07837160000054,y,1.1486307000013767
54,lekker_audio,88.5965409999917,89.4092770999996,m,0.8127361000078963
55,soort_audio,89.92722939999658,91.04177479998907,m,1.114545399992494
56,bezig_audio,91.55935999999929,92.47341629999573,m,0.9140562999964459
57,zelijk_audio,92.99069529998815,94.12064249999821,m,1.129947200010065
58,kormel_audio,94.65912909999315,95.63881569998921,y,0.9796865999960573
59,wachten_audio,96.15337169999839,97.3447554000013,m,1.1913837000029162
60,kadders_audio,97.86730610000086,98.92606479999085,y,1.058758699989994
61,vraag_audio,99.43375859998923,100.51368449999427,m,1.079925900005037
62,imams_audio,101.03230439999606,101.91314649999549,m,0.8808420999994269
